date,variable,value
19890114,TMAX,51
19890115,TMAX,33
19890116,TMAX,47
19890117,TMAX,54
19890118,TMAX,43
19890119,TMAX,63
19890120,TMAX,82
19890121,TMAX,82
19890122,TMAX,42
19890123,TMAX,98
19890124,TMAX,57
19890125,TMAX,70
19890126,TMAX,71
19890127,TMAX,77
19890128,TMAX,101
19890129,TMAX,116
19890130,TMAX,145
19890131,TMAX,149
19900101,TMAX,-11
19900102,TMAX,36
19900103,TMAX,32
19900104,TMAX,11
19900105,TMAX,-5
19900106,TMAX,-3
19900107,TMAX,8
19900108,TMAX,15
19900109,TMAX,69
19900110,TMAX,81
19900111,TMAX,89
19900112,TMAX,91
19900113,TMAX,78
19900114,TMAX,84
19900115,TMAX,91
19900116,TMAX,116
19900117,TMAX,130
19900118,TMAX,102
19900119,TMAX,96
19900120,TMAX,72
19900121,TMAX,87
19900122,TMAX,113
19900123,TMAX,99
19900124,TMAX,66
19900125,TMAX,65
19900126,TMAX,78
19900127,TMAX,65
19900128,TMAX,55
19900129,TMAX,65
19900130,TMAX,85
19900131,TMAX,81
19910101,TMAX,51
19910102,TMAX,62
19910103,TMAX,43
19910104,TMAX,48
19910105,TMAX,59
19910106,TMAX,35
19910107,TMAX,34
19910108,TMAX,71
19910109,TMAX,60
19910110,TMAX,58
19910111,TMAX,68
19910112,TMAX,64
19910113,TMAX,66
19910114,TMAX,57
19910115,TMAX,94
19910116,TMAX,45
19910117,TMAX,58
19910118,TMAX,70
19910119,TMAX,71
19910120,TMAX,99
19910121,TMAX,76
19910122,TMAX,61
19910123,TMAX,72
19910124,TMAX,79
19910125,TMAX,76
19910126,TMAX,70
19910127,TMAX,54
19910128,TMAX,47
19910129,TMAX,39
19910130,TMAX,44
19910131,TMAX,33
19920101,TMAX,52
19920102,TMAX,83
19920103,TMAX,47
19920104,TMAX,34
19920105,TMAX,43
19920106,TMAX,57
19920107,TMAX,84
19920108,TMAX,44
19920109,TMAX,41
19920110,TMAX,46
19920111,TMAX,65
19920112,TMAX,82
19920113,TMAX,29
19920114,TMAX,15
19920115,TMAX,18
19920116,TMAX,63
19920117,TMAX,78
19920118,TMAX,19
19920119,TMAX,12
19920120,TMAX,38
19920121,TMAX,44
19920122,TMAX,13
19920123,TMAX,23
19920124,TMAX,66
19920125,TMAX,124
19920126,TMAX,103
19920127,TMAX,66
19920128,TMAX,66
19920129,TMAX,90
19920130,TMAX,137
19920131,TMAX,89
19930101,TMAX,19
19930102,TMAX,3
19930103,TMAX,-5
19930104,TMAX,12
19930105,TMAX,34
19930106,TMAX,72
19930107,TMAX,71
19930108,TMAX,116
19930109,TMAX,100
19930110,TMAX,89
19930111,TMAX,63
19930112,TMAX,77
19930113,TMAX,77
19930114,TMAX,92
19930115,TMAX,80
19930116,TMAX,57
19930117,TMAX,74
19930118,TMAX,70
19930119,TMAX,90
19930120,TMAX,86
19930121,TMAX,115
19930122,TMAX,113
19930123,TMAX,101
19930124,TMAX,100
19930125,TMAX,127
19930126,TMAX,109
19930127,TMAX,126
19930128,TMAX,60
19930129,TMAX,106
19930130,TMAX,67
19930131,TMAX,57
19940101,TMAX,99
19940102,TMAX,66
19940103,TMAX,63
19940104,TMAX,33
19940105,TMAX,29
19940106,TMAX,83
19940107,TMAX,103
19940108,TMAX,82
19940109,TMAX,80
19940110,TMAX,95
19940111,TMAX,95
19940112,TMAX,121
19940113,TMAX,121
19940114,TMAX,88
19940115,TMAX,78
19940116,TMAX,93
19940117,TMAX,45
19940118,TMAX,75
19940119,TMAX,62
19940120,TMAX,52
19940121,TMAX,93
19940122,TMAX,93
19940123,TMAX,89
19940124,TMAX,119
19940125,TMAX,96
19940126,TMAX,125
19940127,TMAX,138
19940128,TMAX,127
19940129,TMAX,108
19940130,TMAX,110
19940131,TMAX,109
19950101,TMAX,84
19950102,TMAX,65
19950103,TMAX,75
19950104,TMAX,58
19950105,TMAX,42
19950106,TMAX,40
19950107,TMAX,42
19950108,TMAX,47
19950109,TMAX,37
19950110,TMAX,89
19950111,TMAX,141
19950112,TMAX,82
19950113,TMAX,75
19950114,TMAX,50
19950115,TMAX,55
19950116,TMAX,79
19950117,TMAX,63
19950118,TMAX,33
19950119,TMAX,50
19950120,TMAX,32
19950121,TMAX,39
19950122,TMAX,27
19950123,TMAX,39
19950124,TMAX,129
19950125,TMAX,101
19950126,TMAX,44
19950127,TMAX,105
19950128,TMAX,64
19950129,TMAX,117
19950130,TMAX,94
19950131,TMAX,141
19960101,TMAX,30
19960102,TMAX,42
19960103,TMAX,21
19960104,TMAX,25
19960105,TMAX,16
19960106,TMAX,16
19960107,TMAX,36
19960108,TMAX,98
19960109,TMAX,77
19960110,TMAX,60
19960111,TMAX,64
19960112,TMAX,74
19960113,TMAX,95
19960114,TMAX,110
19960115,TMAX,75
19960116,TMAX,73
19960117,TMAX,18
19960118,TMAX,7
19960119,TMAX,42
19960120,TMAX,33
19960121,TMAX,54
19960122,TMAX,30
19960123,TMAX,16
19960124,TMAX,35
19960125,TMAX,37
19960126,TMAX,36
19960127,TMAX,91
19960128,TMAX,85
19960129,TMAX,76
19960130,TMAX,79
19960131,TMAX,43
19970101,TMAX,18
19970102,TMAX,6
19970103,TMAX,25
19970104,TMAX,25
19970105,TMAX,48
19970106,TMAX,38
19970107,TMAX,53
19970108,TMAX,69
19970109,TMAX,40
19970110,TMAX,73
19970111,TMAX,96
19970112,TMAX,81
19970113,TMAX,78
19970114,TMAX,91
19970115,TMAX,99
19970116,TMAX,113
19970117,TMAX,109
19970118,TMAX,83
19970119,TMAX,23
19970120,TMAX,32
19970121,TMAX,67
19970122,TMAX,86
19970123,TMAX,95
19970124,TMAX,82
19970125,TMAX,82
19970126,TMAX,69
19970127,TMAX,88
19970128,TMAX,80
19970129,TMAX,83
19970130,TMAX,80
19970131,TMAX,101
19980101,TMAX,51
19980102,TMAX,47
19980103,TMAX,71
19980104,TMAX,86
19980105,TMAX,107
19980106,TMAX,75
19980107,TMAX,51
19980108,TMAX,95
19980109,TMAX,70
19980110,TMAX,42
19980111,TMAX,28
19980112,TMAX,29
19980113,TMAX,35
19980114,TMAX,44
19980115,TMAX,66
19980116,TMAX,71
19980117,TMAX,120
19980118,TMAX,92
19980119,TMAX,61
19980120,TMAX,95
19980121,TMAX,124
19980122,TMAX,102
19980123,TMAX,76
19980124,TMAX,81
19980125,TMAX,80
19980126,TMAX,66
19980127,TMAX,51
19980128,TMAX,51
19980129,TMAX,51
19980130,TMAX,46
19980131,TMAX,60
19990101,TMAX,57
19990102,TMAX,80
19990103,TMAX,94
19990104,TMAX,101
19990105,TMAX,80
19990106,TMAX,101
19990107,TMAX,95
19990108,TMAX,80
19990109,TMAX,69
19990110,TMAX,53
19990111,TMAX,57
19990112,TMAX,57
19990113,TMAX,75
19990114,TMAX,84
19990115,TMAX,71
19990116,TMAX,46
19990117,TMAX,46
19990118,TMAX,92
19990119,TMAX,59
19990120,TMAX,81
19990121,TMAX,102
19990122,TMAX,109
19990123,TMAX,105
19990124,TMAX,100
19990125,TMAX,102
19990126,TMAX,102
19990127,TMAX,109
19990128,TMAX,97
19990129,TMAX,113
19990130,TMAX,39
19990131,TMAX,49
20000101,TMAX,44
20000102,TMAX,45
20000103,TMAX,64
20000104,TMAX,89
20000105,TMAX,85
20000106,TMAX,84
20000107,TMAX,86
20000108,TMAX,69
20000109,TMAX,57
20000110,TMAX,55
20000111,TMAX,46
20000112,TMAX,37
20000113,TMAX,24
20000114,TMAX,31
20000115,TMAX,57
20000116,TMAX,42
20000117,TMAX,95
20000118,TMAX,189
20000119,TMAX,113
20000120,TMAX,87
20000121,TMAX,111
20000122,TMAX,107
20000123,TMAX,102
20000124,TMAX,53
20000125,TMAX,14
20000126,TMAX,23
20000127,TMAX,59
20000128,TMAX,62
20000129,TMAX,34
20000130,TMAX,145
20000131,TMAX,135
20010101,TMAX,51
20010102,TMAX,32
20010103,TMAX,39
20010104,TMAX,39
20010105,TMAX,30
20010106,TMAX,43
20010107,TMAX,55
20010108,TMAX,74
20010109,TMAX,110
20010110,TMAX,66
20010111,TMAX,59
20010112,TMAX,66
20010113,TMAX,58
20010114,TMAX,22
20010115,TMAX,22
20010116,TMAX,30
20010117,TMAX,14
20010118,TMAX,30
20010119,TMAX,48
20010120,TMAX,74
20010121,TMAX,81
20010122,TMAX,47
20010123,TMAX,46
20010124,TMAX,44
20010125,TMAX,46
20010126,TMAX,66
20010127,TMAX,55
20010128,TMAX,58
20010129,TMAX,91
20010130,TMAX,92
20010131,TMAX,89
20020101,TMAX,85
20020102,TMAX,81
20020103,TMAX,51
20020104,TMAX,56
20020105,TMAX,57
20020106,TMAX,89
20020107,TMAX,61
20020108,TMAX,95
20020109,TMAX,90
20020110,TMAX,104
20020111,TMAX,105
20020112,TMAX,101
20020113,TMAX,86
20020114,TMAX,76
20020115,TMAX,54
20020116,TMAX,57
20020117,TMAX,58
20020118,TMAX,40
20020119,TMAX,132
20020120,TMAX,106
20020121,TMAX,126
20020122,TMAX,58
20020123,TMAX,54
20020124,TMAX,61
20020125,TMAX,125
20020126,TMAX,139
20020127,TMAX,125
20020128,TMAX,109
20020129,TMAX,68
20020130,TMAX,81
20020131,TMAX,69
20030101,TMAX,78
20030102,TMAX,67
20030103,TMAX,149
20030104,TMAX,88
20030105,TMAX,55
20030106,TMAX,60
20030107,TMAX,63
20030108,TMAX,30
20030109,TMAX,49
20030110,TMAX,30
20030111,TMAX,48
20030112,TMAX,53
20030113,TMAX,45
20030114,TMAX,86
20030115,TMAX,112
20030116,TMAX,105
20030117,TMAX,73
20030118,TMAX,76
20030119,TMAX,86
20030120,TMAX,101
20030121,TMAX,63
20030122,TMAX,75
20030123,TMAX,75
20030124,TMAX,119
20030125,TMAX,129
20030126,TMAX,117
20030127,TMAX,117
20030128,TMAX,180
20030129,TMAX,128
20030130,TMAX,95
20030131,TMAX,91
20040101,TMAX,89
20040102,TMAX,61
20040103,TMAX,96
20040104,TMAX,58
20040105,TMAX,81
20040106,TMAX,41
20040107,TMAX,49
20040108,TMAX,56
20040109,TMAX,46
20040110,TMAX,91
20040111,TMAX,89
20040112,TMAX,103
20040113,TMAX,107
20040114,TMAX,165
20040115,TMAX,128
20040116,TMAX,129
20040117,TMAX,101
20040118,TMAX,56
20040119,TMAX,91
20040120,TMAX,117
20040121,TMAX,99
20040122,TMAX,66
20040123,TMAX,45
20040124,TMAX,45
20040125,TMAX,77
20040126,TMAX,34
20040127,TMAX,46
20040128,TMAX,86
20040129,TMAX,76
20040130,TMAX,94
20040131,TMAX,64
20050101,TMAX,101
20050102,TMAX,124
20050103,TMAX,144
20050104,TMAX,138
20050105,TMAX,136
20050106,TMAX,136
20050107,TMAX,91
20050108,TMAX,96
20050109,TMAX,104
20050110,TMAX,106
20050111,TMAX,132
20050112,TMAX,103
20050113,TMAX,111
20050114,TMAX,81
20050115,TMAX,44
20050116,TMAX,56
20050117,TMAX,33
20050118,TMAX,30
20050119,TMAX,91
20050120,TMAX,109
20050121,TMAX,191
20050122,TMAX,158
20050123,TMAX,87
20050124,TMAX,82
20050125,TMAX,88
20050126,TMAX,83
20050127,TMAX,78
20050128,TMAX,52
20050129,TMAX,46
20050130,TMAX,73
20050131,TMAX,84
20060101,TMAX,26
20060102,TMAX,63
20060103,TMAX,88
20060104,TMAX,92
20060105,TMAX,71
20060106,TMAX,89
20060107,TMAX,89
20060108,TMAX,79
20060109,TMAX,77
20060110,TMAX,82
20060111,TMAX,90
20060112,TMAX,89
20060113,TMAX,87
20060114,TMAX,81
20060115,TMAX,45
20060116,TMAX,51
20060117,TMAX,31
20060118,TMAX,76
20060119,TMAX,83
20060120,TMAX,94
20060121,TMAX,79
20060122,TMAX,109
20060123,TMAX,77
20060124,TMAX,49
20060125,TMAX,49
20060126,TMAX,7
20060127,TMAX,22
20060128,TMAX,61
20060129,TMAX,77
20060130,TMAX,141
20060131,TMAX,130
20070101,TMAX,111
20070102,TMAX,160
20070103,TMAX,178
20070104,TMAX,138
20070105,TMAX,132
20070106,TMAX,121
20070107,TMAX,128
20070108,TMAX,113
20070109,TMAX,128
20070110,TMAX,112
20070111,TMAX,165
20070112,TMAX,200
20070113,TMAX,105
20070114,TMAX,136
20070115,TMAX,136
20070116,TMAX,105
20070117,TMAX,92
20070118,TMAX,100
20070119,TMAX,222
20070120,TMAX,181
20070121,TMAX,141
20070122,TMAX,121
20070123,TMAX,121
20070124,TMAX,118
20070125,TMAX,94
20070126,TMAX,60
20070127,TMAX,124
20070128,TMAX,153
20070129,TMAX,149
20070130,TMAX,131
20070131,TMAX,106
20080101,TMAX,84
20080102,TMAX,65
20080103,TMAX,55
20080104,TMAX,61
20080105,TMAX,66
20080106,TMAX,82
20080107,TMAX,77
20080108,TMAX,78
20080109,TMAX,89
20080110,TMAX,109
20080111,TMAX,95
20080112,TMAX,84
20080113,TMAX,94
20080114,TMAX,113
20080115,TMAX,107
20080116,TMAX,84
20080117,TMAX,143
20080118,TMAX,141
20080119,TMAX,143
20080120,TMAX,98
20080121,TMAX,109
20080122,TMAX,183
20080123,TMAX,146
20080124,TMAX,134
20080125,TMAX,150
20080126,TMAX,153
20080127,TMAX,221
20080128,TMAX,228
20080129,TMAX,140
20080130,TMAX,110
20080131,TMAX,131
