date,variable,value
19271204,TMIN,-44
19271205,TMAX,33
19271205,TMIN,-61
19271206,TMAX,83
19271206,TMIN,-11
19271207,TMAX,117
19271207,TMIN,-144
19271208,TMAX,-117
19271208,TMIN,-161
19271209,TMAX,-17
19271209,TMIN,-128
19271210,TMAX,28
19271210,TMIN,-50
19271211,TMAX,50
19271211,TMIN,-6
19271212,TMAX,156
19271212,TMIN,-6
19271213,TMAX,156
19271213,TMIN,50
19271214,TMAX,78
19271214,TMIN,0
19271215,TMAX,89
19271215,TMIN,-78
19271216,TMAX,-39
19271216,TMIN,-106
19271217,TMAX,-67
19271217,TMIN,-100
19271218,TMAX,-72
19271218,TMIN,-133
19271219,TMAX,-67
19271219,TMIN,-144
19271220,TMAX,17
19271220,TMIN,-89
19271221,TMAX,44
19271221,TMIN,-61
19271222,TMAX,28
19271222,TMIN,-50
19271223,TMAX,-44
19271223,TMIN,-100
19271224,TMAX,11
19271224,TMIN,-78
19271225,TMAX,39
19271225,TMIN,-61
19271226,TMAX,89
19271226,TMIN,-28
19271227,TMAX,61
19271227,TMIN,-28
19271228,TMAX,78
19271228,TMIN,33
19271229,TMAX,128
19271229,TMIN,6
19271230,TMAX,6
19271230,TMIN,-89
19271231,TMAX,-89
19271231,TMIN,-194
19280101,TMAX,-178
19280101,TMIN,-217
19280102,TMAX,-167
19280102,TMIN,-228
19280103,TMAX,-89
19280103,TMIN,-194
19280104,TMAX,-39
19280104,TMIN,-133
19280105,TMAX,33
19280105,TMIN,-100
19280106,TMAX,83
19280106,TMIN,6
19280107,TMAX,72
19280107,TMIN,33
19280108,TMAX,67
19280108,TMIN,-28
19280109,TMAX,83
19280109,TMIN,-28
19280110,TMAX,122
19280110,TMIN,17
19280111,TMAX,111
19280111,TMIN,33
19280112,TMAX,122
19280112,TMIN,22
19280113,TMAX,94
19280113,TMIN,44
19280114,TMAX,194
19280114,TMIN,33
19280115,TMAX,78
19280115,TMIN,17
19280116,TMAX,117
19280116,TMIN,17
19280117,TMAX,61
19280117,TMIN,11
19280118,TMAX,72
19280118,TMIN,11
19280119,TMAX,83
19280119,TMIN,-28
19280120,TMAX,-28
19280120,TMIN,-100
19280121,TMAX,6
19280121,TMIN,-106
19280122,TMAX,56
19280122,TMIN,-28
19280123,TMAX,67
19280123,TMIN,-33
19280124,TMAX,56
19280124,TMIN,-44
19280125,TMAX,6
19280125,TMIN,-72
19280126,TMAX,-6
19280126,TMIN,-106
19280127,TMAX,-44
19280127,TMIN,-144
19280128,TMAX,-72
19280128,TMIN,-167
19280129,TMAX,-28
19280129,TMIN,-89
19280130,TMAX,-28
19280130,TMIN,-89
19280131,TMAX,6
19280131,TMIN,-67
19280201,TMAX,11
19280201,TMIN,-83
19280202,TMAX,61
19280202,TMIN,-67
19280203,TMAX,117
19280203,TMIN,11
19280204,TMAX,106
19280204,TMIN,67
19280205,TMAX,89
19280205,TMIN,17
19280206,TMAX,83
19280206,TMIN,11
19280207,TMAX,111
19280207,TMIN,39
19280208,TMAX,39
19280208,TMIN,11
19280209,TMAX,22
19280209,TMIN,-6
19280210,TMAX,106
19280210,TMIN,0
19280211,TMAX,83
19280211,TMIN,11
19280212,TMAX,122
19280212,TMIN,6
19280213,TMAX,72
19280213,TMIN,44
19280214,TMAX,72
19280214,TMIN,11
19280215,TMAX,11
19280215,TMIN,-11
19280216,TMAX,39
19280216,TMIN,-22
19280217,TMAX,44
19280217,TMIN,-100
19280218,TMAX,-61
19280218,TMIN,-106
19280219,TMAX,67
19280219,TMIN,-89
19280220,TMAX,-22
19280220,TMIN,-61
19280221,TMAX,17
19280221,TMIN,-72
19280222,TMAX,56
19280222,TMIN,6
19280223,TMAX,44
19280223,TMIN,-94
19280224,TMAX,-33
19280224,TMIN,-133
19280225,TMAX,-56
19280225,TMIN,-117
19280226,TMAX,56
19280226,TMIN,-94
19280227,TMAX,72
19280227,TMIN,0
19280228,TMAX,128
19280228,TMIN,6
19280229,TMAX,67
19280229,TMIN,-17
19280301,TMAX,56
19280301,TMIN,-39
19280302,TMAX,106
19280302,TMIN,-11
19280303,TMAX,67
19280303,TMIN,-28
19280304,TMAX,78
19280304,TMIN,-44
19280305,TMAX,-6
19280305,TMIN,-83
19280306,TMAX,50
19280306,TMIN,-28
19280307,TMAX,117
19280307,TMIN,28
19280308,TMAX,100
19280308,TMIN,22
19280309,TMAX,72
19280309,TMIN,17
19280310,TMAX,89
19280310,TMIN,-6
19280311,TMAX,150
19280311,TMIN,17
19280312,TMAX,189
19280312,TMIN,61
19280313,TMAX,156
19280313,TMIN,17
19280314,TMAX,100
19280314,TMIN,0
19280315,TMAX,39
19280315,TMIN,-6
19280316,TMAX,33
19280316,TMIN,-17
19280317,TMAX,33
19280317,TMIN,-39
19280318,TMAX,50
19280318,TMIN,-39
19280319,TMAX,78
19280319,TMIN,-11
19280320,TMAX,61
19280320,TMIN,6
19280321,TMAX,167
19280321,TMIN,6
19280322,TMAX,239
19280322,TMIN,89
19280323,TMAX,272
19280323,TMIN,83
19280324,TMAX,217
19280324,TMIN,128
19280325,TMAX,228
19280325,TMIN,133
19280326,TMAX,167
19280326,TMIN,6
19280327,TMAX,56
19280327,TMIN,-33
19280328,TMAX,122
19280328,TMIN,22
19280329,TMAX,44
19280329,TMIN,-6
19280330,TMAX,61
19280330,TMIN,-22
19280331,TMAX,122
19280331,TMIN,-11
19280401,TMAX,228
19280401,TMIN,56
19280402,TMAX,256
19280402,TMIN,94
19280403,TMAX,261
19280403,TMIN,144
19280404,TMAX,189
19280404,TMIN,150
19280405,TMAX,189
19280405,TMIN,139
19280406,TMAX,194
19280406,TMIN,106
19280407,TMAX,106
19280407,TMIN,-6
19280408,TMAX,50
19280408,TMIN,-28
19280409,TMAX,61
19280409,TMIN,-33
19280410,TMAX,100
19280410,TMIN,0
19280411,TMAX,161
19280411,TMIN,11
19280412,TMAX,150
19280412,TMIN,39
19280413,TMAX,100
19280413,TMIN,56
19280414,TMAX,83
19280414,TMIN,-28
19280415,TMAX,56
19280415,TMIN,-39
19280416,TMAX,156
19280416,TMIN,11
19280417,TMAX,100
19280417,TMIN,44
19280418,TMAX,233
19280418,TMIN,39
19280419,TMAX,100
19280419,TMIN,17
19280420,TMAX,139
19280420,TMIN,6
19280421,TMAX,100
19280421,TMIN,72
19280422,TMAX,117
19280422,TMIN,50
19280423,TMAX,167
19280423,TMIN,50
19280424,TMAX,133
19280424,TMIN,44
19280425,TMAX,144
19280425,TMIN,22
19280426,TMAX,144
19280426,TMIN,39
19280427,TMAX,117
19280427,TMIN,6
19280428,TMAX,183
19280428,TMIN,17
19280429,TMAX,261
19280429,TMIN,83
19280430,TMAX,211
19280430,TMIN,122
19280501,TMAX,239
19280501,TMIN,106
19280502,TMAX,300
19280502,TMIN,117
19280503,TMAX,311
19280503,TMIN,156
19280504,TMAX,244
19280504,TMIN,106
19280505,TMAX,239
19280505,TMIN,78
19280506,TMAX,228
19280506,TMIN,72
19280507,TMAX,200
19280507,TMIN,33
19280508,TMAX,233
19280508,TMIN,61
19280509,TMAX,311
19280509,TMIN,122
19280510,TMAX,333
19280510,TMIN,161
19280511,TMAX,211
19280511,TMIN,72
19280512,TMAX,167
19280512,TMIN,33
19280513,TMAX,217
19280513,TMIN,44
19280514,TMAX,256
19280514,TMIN,94
19280515,TMAX,189
19280515,TMIN,156
19280516,TMAX,211
19280516,TMIN,161
19280517,TMAX,256
19280517,TMIN,167
19280518,TMAX,261
19280518,TMIN,161
19280519,TMAX,261
19280519,TMIN,156
19280520,TMAX,261
19280520,TMIN,156
19280521,TMAX,233
19280521,TMIN,150
19280522,TMAX,272
19280522,TMIN,133
19280523,TMAX,239
19280523,TMIN,122
19280524,TMAX,272
19280524,TMIN,100
19280525,TMAX,228
19280525,TMIN,150
19280526,TMAX,211
19280526,TMIN,117
19280527,TMAX,206
19280527,TMIN,94
19280528,TMAX,200
19280528,TMIN,72
19280529,TMAX,222
19280529,TMIN,139
19280530,TMAX,256
19280530,TMIN,128
19280531,TMAX,239
19280531,TMIN,117
19280601,TMAX,261
19280601,TMIN,161
19280602,TMAX,222
19280602,TMIN,128
19280603,TMAX,172
19280603,TMIN,106
19280604,TMAX,128
19280604,TMIN,106
19280605,TMAX,161
19280605,TMIN,111
19280606,TMAX,178
19280606,TMIN,106
19280607,TMAX,267
19280607,TMIN,128
19280608,TMAX,278
19280608,TMIN,150
19280609,TMAX,211
19280609,TMIN,133
19280610,TMAX,211
19280610,TMIN,117
19280611,TMAX,256
19280611,TMIN,128
19280612,TMAX,300
19280612,TMIN,189
19280613,TMAX,239
19280613,TMIN,167
19280614,TMAX,278
19280614,TMIN,150
19280615,TMAX,261
19280615,TMIN,150
19280616,TMAX,278
19280616,TMIN,122
19280617,TMAX,300
19280617,TMIN,189
19280618,TMAX,300
19280618,TMIN,183
19280619,TMAX,300
19280619,TMIN,194
19280620,TMAX,267
19280620,TMIN,189
19280621,TMAX,289
19280621,TMIN,200
19280622,TMAX,289
19280622,TMIN,189
19280623,TMAX,250
19280623,TMIN,150
19280624,TMAX,228
19280624,TMIN,144
19280625,TMAX,156
19280625,TMIN,128
19280626,TMAX,228
19280626,TMIN,133
19280627,TMAX,261
19280627,TMIN,133
19280628,TMAX,272
19280628,TMIN,167
19280629,TMAX,222
19280629,TMIN,167
19280630,TMAX,272
19280630,TMIN,156
19280701,TMAX,300
19280701,TMIN,178
19280702,TMAX,344
19280702,TMIN,217
19280703,TMAX,350
19280703,TMIN,250
19280704,TMAX,339
19280704,TMIN,211
19280705,TMAX,306
19280705,TMIN,211
19280706,TMAX,333
19280706,TMIN,228
19280707,TMAX,350
19280707,TMIN,244
19280708,TMAX,333
19280708,TMIN,222
19280709,TMAX,317
19280709,TMIN,211
19280710,TMAX,344
19280710,TMIN,228
19280711,TMAX,306
19280711,TMIN,222
19280712,TMAX,228
19280712,TMIN,172
19280713,TMAX,272
19280713,TMIN,178
19280714,TMAX,278
19280714,TMIN,156
19280715,TMAX,300
19280715,TMIN,178
19280716,TMAX,306
19280716,TMIN,183
19280717,TMAX,322
19280717,TMIN,189
19280718,TMAX,344
19280718,TMIN,222
19280719,TMAX,328
19280719,TMIN,239
19280720,TMAX,344
19280720,TMIN,239
19280721,TMAX,333
19280721,TMIN,228
19280722,TMAX,311
19280722,TMIN,228
19280723,TMAX,289
19280723,TMIN,194
19280724,TMAX,300
19280724,TMIN,200
19280725,TMAX,300
19280725,TMIN,217
19280726,TMAX,294
19280726,TMIN,206
19280727,TMAX,300
19280727,TMIN,206
19280728,TMAX,239
19280728,TMIN,167
19280729,TMAX,261
19280729,TMIN,156
19280730,TMAX,283
19280730,TMIN,139
19280731,TMAX,228
19280731,TMIN,183
19280801,TMAX,311
19280801,TMIN,200
19280802,TMAX,339
19280802,TMIN,222
19280803,TMAX,333
19280803,TMIN,233
19280804,TMAX,272
19280804,TMIN,211
19280805,TMAX,261
19280805,TMIN,206
19280806,TMAX,317
19280806,TMIN,178
19280807,TMAX,322
19280807,TMIN,217
19280808,TMAX,333
19280808,TMIN,228
19280809,TMAX,322
19280809,TMIN,222
19280810,TMAX,328
19280810,TMIN,217
19280811,TMAX,283
19280811,TMIN,167
19280812,TMAX,272
19280812,TMIN,144
19280813,TMAX,300
19280813,TMIN,150
19280814,TMAX,311
19280814,TMIN,178
19280815,TMAX,322
19280815,TMIN,211
19280816,TMAX,339
19280816,TMIN,194
19280817,TMAX,278
19280817,TMIN,217
19280818,TMAX,289
19280818,TMIN,206
19280819,TMAX,311
19280819,TMIN,172
19280820,TMAX,322
19280820,TMIN,200
19280821,TMAX,283
19280821,TMIN,194
19280822,TMAX,294
19280822,TMIN,144
19280823,TMAX,267
19280823,TMIN,200
19280824,TMAX,222
19280824,TMIN,156
19280825,TMAX,267
19280825,TMIN,122
19280826,TMAX,289
19280826,TMIN,161
19280827,TMAX,339
19280827,TMIN,200
19280828,TMAX,339
19280828,TMIN,233
19280829,TMAX,339
19280829,TMIN,222
19280830,TMAX,267
19280830,TMIN,189
19280831,TMAX,239
19280831,TMIN,139
19280901,TMAX,278
19280901,TMIN,139
19280902,TMAX,267
19280902,TMIN,156
19280903,TMAX,206
19280903,TMIN,111
19280904,TMAX,239
19280904,TMIN,106
19280905,TMAX,239
19280905,TMIN,122
19280906,TMAX,250
19280906,TMIN,117
19280907,TMAX,278
19280907,TMIN,128
19280908,TMAX,317
19280908,TMIN,144
19280909,TMAX,339
19280909,TMIN,194
19280910,TMAX,306
19280910,TMIN,206
19280911,TMAX,256
19280911,TMIN,183
19280912,TMAX,300
19280912,TMIN,183
19280913,TMAX,311
19280913,TMIN,206
19280914,TMAX,322
19280914,TMIN,178
19280915,TMAX,289
19280915,TMIN,161
19280916,TMAX,306
19280916,TMIN,161
19280917,TMAX,217
19280917,TMIN,128
19280918,TMAX,206
19280918,TMIN,94
19280919,TMAX,222
19280919,TMIN,83
19280920,TMAX,244
19280920,TMIN,89
19280921,TMAX,211
19280921,TMIN,133
19280922,TMAX,244
19280922,TMIN,106
19280923,TMAX,144
19280923,TMIN,61
19280924,TMAX,150
19280924,TMIN,33
19280925,TMAX,128
19280925,TMIN,44
19280926,TMAX,161
19280926,TMIN,17
19280927,TMAX,183
19280927,TMIN,89
19280928,TMAX,111
19280928,TMIN,61
19280929,TMAX,144
19280929,TMIN,89
19280930,TMAX,211
19280930,TMIN,50
19281001,TMAX,183
19281001,TMIN,111
19281002,TMAX,239
19281002,TMIN,117
19281003,TMAX,239
19281003,TMIN,150
19281004,TMAX,272
19281004,TMIN,189
19281005,TMAX,222
19281005,TMIN,128
19281006,TMAX,267
19281006,TMIN,106
19281007,TMAX,244
19281007,TMIN,117
19281008,TMAX,261
19281008,TMIN,150
19281009,TMAX,267
19281009,TMIN,156
19281010,TMAX,289
19281010,TMIN,133
19281011,TMAX,294
19281011,TMIN,178
19281012,TMAX,294
19281012,TMIN,178
19281013,TMAX,228
19281013,TMIN,128
19281014,TMAX,228
19281014,TMIN,111
19281015,TMAX,211
19281015,TMIN,156
19281016,TMAX,228
19281016,TMIN,183
19281017,TMAX,211
19281017,TMIN,144
19281018,TMAX,144
19281018,TMIN,111
19281019,TMAX,128
19281019,TMIN,72
19281020,TMAX,167
19281020,TMIN,56
19281021,TMAX,206
19281021,TMIN,89
19281022,TMAX,156
19281022,TMIN,72
19281023,TMAX,172
19281023,TMIN,33
19281024,TMAX,172
19281024,TMIN,56
19281025,TMAX,144
19281025,TMIN,44
19281026,TMAX,128
19281026,TMIN,28
19281027,TMAX,139
19281027,TMIN,67
19281028,TMAX,83
19281028,TMIN,17
19281029,TMAX,72
19281029,TMIN,0
19281030,TMAX,72
19281030,TMIN,6
19281031,TMAX,128
19281031,TMIN,6
19281101,TMAX,100
19281101,TMIN,67
19281102,TMAX,122
19281102,TMIN,50
19281103,TMAX,72
19281103,TMIN,39
19281104,TMAX,117
19281104,TMIN,0
19281105,TMAX,150
19281105,TMIN,33
19281106,TMAX,156
19281106,TMIN,50
19281107,TMAX,150
19281107,TMIN,67
19281108,TMAX,78
19281108,TMIN,22
19281109,TMAX,56
19281109,TMIN,17
19281110,TMAX,78
19281110,TMIN,17
19281111,TMAX,178
19281111,TMIN,33
19281112,TMAX,106
19281112,TMIN,28
19281113,TMAX,133
19281113,TMIN,22
19281114,TMAX,156
19281114,TMIN,89
19281115,TMAX,194
19281115,TMIN,133
19281116,TMAX,172
19281116,TMIN,150
19281117,TMAX,183
19281117,TMIN,39
19281118,TMAX,44
19281118,TMIN,33
19281119,TMAX,39
19281119,TMIN,6
19281120,TMAX,11
19281120,TMIN,-17
19281121,TMAX,117
19281121,TMIN,-17
19281122,TMAX,50
19281122,TMIN,-6
19281123,TMAX,89
19281123,TMIN,-33
19281124,TMAX,72
19281124,TMIN,-17
19281125,TMAX,-17
19281125,TMIN,-72
19281126,TMAX,56
19281126,TMIN,-61
19281127,TMAX,50
19281127,TMIN,6
19281128,TMAX,61
19281128,TMIN,22
19281129,TMAX,94
19281129,TMIN,33
19281130,TMAX,94
19281130,TMIN,-11
19281201,TMAX,72
19281201,TMIN,-22
19281202,TMAX,117
19281202,TMIN,6
19281203,TMAX,61
19281203,TMIN,0
19281204,TMAX,22
19281204,TMIN,-83
19281205,TMAX,-22
19281205,TMIN,-111
19281206,TMAX,56
19281206,TMIN,-67
19281207,TMAX,0
19281207,TMIN,-83
19281208,TMAX,0
19281208,TMIN,-106
19281209,TMAX,56
19281209,TMIN,-56
19281210,TMAX,100
19281210,TMIN,-17
19281211,TMAX,117
19281211,TMIN,6
19281212,TMAX,89
19281212,TMIN,39
19281213,TMAX,111
19281213,TMIN,61
19281214,TMAX,89
19281214,TMIN,67
19281215,TMAX,83
19281215,TMIN,56
19281216,TMAX,89
19281216,TMIN,67
19281217,TMAX,83
19281217,TMIN,-33
19281218,TMAX,44
19281218,TMIN,-44
19281219,TMAX,6
19281219,TMIN,-50
19281220,TMAX,-6
19281220,TMIN,-111
19281221,TMAX,-39
19281221,TMIN,-128
19281222,TMAX,-6
19281222,TMIN,-94
19281223,TMAX,44
19281223,TMIN,-50
19281224,TMAX,83
19281224,TMIN,-33
19281225,TMAX,83
19281225,TMIN,-22
19281226,TMAX,100
19281226,TMIN,22
19281227,TMAX,44
19281227,TMIN,6
19281228,TMAX,139
19281228,TMIN,28
19281229,TMAX,33
19281229,TMIN,-28
19281230,TMAX,17
19281230,TMIN,-33
19281231,TMAX,33
19281231,TMIN,-6
19290101,TMAX,6
19290101,TMIN,-144
19290102,TMAX,-50
19290102,TMIN,-167
19290103,TMAX,6
19290103,TMIN,-72
19290104,TMAX,28
19290104,TMIN,-100
19290105,TMAX,50
19290105,TMIN,-117
19290106,TMAX,-22
19290106,TMIN,-150
19290107,TMAX,-89
19290107,TMIN,-206
19290108,TMAX,33
19290108,TMIN,-150
19290109,TMAX,56
19290109,TMIN,0
19290110,TMAX,22
19290110,TMIN,-72
19290111,TMAX,17
19290111,TMIN,-139
19290112,TMAX,-6
19290112,TMIN,-144
19290113,TMAX,-94
19290113,TMIN,-200
19290114,TMAX,-83
19290114,TMIN,-172
19290115,TMAX,-89
19290115,TMIN,-189
19290116,TMAX,-28
19290116,TMIN,-150
19290117,TMAX,61
19290117,TMIN,-28
19290118,TMAX,111
19290118,TMIN,-44
19290119,TMAX,28
19290119,TMIN,-61
19290120,TMAX,-33
19290120,TMIN,-122
19290121,TMAX,6
19290121,TMIN,-56
19290122,TMAX,117
19290122,TMIN,-56
19290123,TMAX,-56
19290123,TMIN,-128
19290124,TMAX,22
19290124,TMIN,-67
19290125,TMAX,-44
19290125,TMIN,-150
19290126,TMAX,-33
19290126,TMIN,-128
19290127,TMAX,-22
19290127,TMIN,-67
19290128,TMAX,-28
19290128,TMIN,-117
19290129,TMAX,-22
19290129,TMIN,-94
19290130,TMAX,-11
19290130,TMIN,-89
19290131,TMAX,-17
19290131,TMIN,-156
19290201,TMAX,-111
19290201,TMIN,-194
19290202,TMAX,-44
19290202,TMIN,-122
19290203,TMAX,-22
19290203,TMIN,-78
19290204,TMAX,-22
19290204,TMIN,-56
19290205,TMAX,-11
19290205,TMIN,-39
19290206,TMAX,6
19290206,TMIN,-28
19290207,TMAX,-11
19290207,TMIN,-56
19290208,TMAX,-28
19290208,TMIN,-139
19290209,TMAX,-111
19290209,TMIN,-200
19290210,TMAX,-61
19290210,TMIN,-189
19290211,TMAX,-78
19290211,TMIN,-144
19290212,TMAX,-17
19290212,TMIN,-139
19290213,TMAX,-28
19290213,TMIN,-111
19290214,TMAX,11
19290214,TMIN,-122
19290215,TMAX,22
19290215,TMIN,-67
19290216,TMAX,72
19290216,TMIN,-50
19290217,TMAX,100
19290217,TMIN,-33
19290218,TMAX,-33
19290218,TMIN,-128
19290219,TMAX,-100
19290219,TMIN,-167
19290220,TMAX,-50
19290220,TMIN,-194
19290221,TMAX,28
19290221,TMIN,-106
19290222,TMAX,-39
19290222,TMIN,-150
19290223,TMAX,94
19290223,TMIN,-56
19290224,TMAX,117
19290224,TMIN,33
19290225,TMAX,106
19290225,TMIN,17
19290226,TMAX,100
19290226,TMIN,0
19290227,TMAX,44
19290227,TMIN,-17
19290228,TMAX,67
19290228,TMIN,-11
19290301,TMAX,28
19290301,TMIN,-22
19290302,TMAX,78
19290302,TMIN,-33
19290303,TMAX,89
19290303,TMIN,22
19290304,TMAX,44
19290304,TMIN,-11
19290305,TMAX,72
19290305,TMIN,-22
19290306,TMAX,189
19290306,TMIN,-22
19290307,TMAX,0
19290307,TMIN,-67
19290308,TMAX,72
19290308,TMIN,-22
19290309,TMAX,11
19290309,TMIN,-67
19290310,TMAX,67
19290310,TMIN,-67
19290311,TMAX,144
19290311,TMIN,33
19290312,TMAX,194
19290312,TMIN,72
19290313,TMAX,189
19290313,TMIN,117
19290314,TMAX,206
19290314,TMIN,94
19290315,TMAX,133
19290315,TMIN,22
19290316,TMAX,28
19290316,TMIN,0
19290317,TMAX,117
19290317,TMIN,0
19290318,TMAX,172
19290318,TMIN,33
19290319,TMAX,117
19290319,TMIN,67
19290320,TMAX,172
19290320,TMIN,39
19290321,TMAX,194
19290321,TMIN,89
19290322,TMAX,211
19290322,TMIN,111
19290323,TMAX,250
19290323,TMIN,111
19290324,TMAX,289
19290324,TMIN,67
19290325,TMAX,217
19290325,TMIN,83
19290326,TMAX,144
19290326,TMIN,39
19290327,TMAX,178
19290327,TMIN,61
19290328,TMAX,139
19290328,TMIN,56
19290329,TMAX,111
19290329,TMIN,67
19290330,TMAX,183
19290330,TMIN,67
19290331,TMAX,222
19290331,TMIN,67
19290401,TMAX,178
19290401,TMIN,-6
19290402,TMAX,194
19290402,TMIN,22
19290403,TMAX,244
19290403,TMIN,106
19290404,TMAX,300
19290404,TMIN,156
19290405,TMAX,289
19290405,TMIN,183
19290406,TMAX,283
19290406,TMIN,194
19290407,TMAX,239
19290407,TMIN,156
19290408,TMAX,156
19290408,TMIN,100
19290409,TMAX,100
19290409,TMIN,61
19290410,TMAX,100
19290410,TMIN,56
19290411,TMAX,106
19290411,TMIN,44
19290412,TMAX,144
19290412,TMIN,17
19290413,TMAX,144
19290413,TMIN,61
19290414,TMAX,89
19290414,TMIN,67
19290415,TMAX,122
19290415,TMIN,50
19290416,TMAX,139
19290416,TMIN,28
19290417,TMAX,150
19290417,TMIN,61
19290418,TMAX,161
19290418,TMIN,56
19290419,TMAX,233
19290419,TMIN,94
19290420,TMAX,178
19290420,TMIN,72
19290421,TMAX,106
19290421,TMIN,67
19290422,TMAX,161
19290422,TMIN,39
19290423,TMAX,178
19290423,TMIN,72
19290424,TMAX,183
19290424,TMIN,106
19290425,TMAX,144
19290425,TMIN,83
19290426,TMAX,189
19290426,TMIN,56
19290427,TMAX,211
19290427,TMIN,106
19290428,TMAX,172
19290428,TMIN,89
19290429,TMAX,189
19290429,TMIN,50
19290430,TMAX,211
19290430,TMIN,122
19290501,TMAX,167
19290501,TMIN,44
19290502,TMAX,100
19290502,TMIN,0
19290503,TMAX,117
19290503,TMIN,33
19290504,TMAX,94
19290504,TMIN,44
19290505,TMAX,144
19290505,TMIN,28
19290506,TMAX,117
19290506,TMIN,72
19290507,TMAX,178
19290507,TMIN,67
19290508,TMAX,178
19290508,TMIN,89
19290509,TMAX,183
19290509,TMIN,61
19290510,TMAX,217
19290510,TMIN,83
19290511,TMAX,278
19290511,TMIN,167
19290512,TMAX,178
19290512,TMIN,117
19290513,TMAX,144
19290513,TMIN,111
19290514,TMAX,211
19290514,TMIN,133
19290515,TMAX,289
19290515,TMIN,78
19290516,TMAX,139
19290516,TMIN,33
19290517,TMAX,211
19290517,TMIN,72
19290518,TMAX,172
19290518,TMIN,67
19290519,TMAX,122
19290519,TMIN,17
19290520,TMAX,139
19290520,TMIN,50
19290521,TMAX,178
19290521,TMIN,61
19290522,TMAX,217
19290522,TMIN,100
19290523,TMAX,244
19290523,TMIN,133
19290524,TMAX,206
19290524,TMIN,150
19290525,TMAX,261
19290525,TMIN,111
19290526,TMAX,278
19290526,TMIN,178
19290527,TMAX,267
19290527,TMIN,200
19290528,TMAX,300
19290528,TMIN,194
19290529,TMAX,311
19290529,TMIN,200
19290530,TMAX,300
19290530,TMIN,194
19290531,TMAX,283
19290531,TMIN,189
19290601,TMAX,228
19290601,TMIN,111
19290602,TMAX,139
19290602,TMIN,72
19290603,TMAX,167
19290603,TMIN,50
19290604,TMAX,211
19290604,TMIN,89
19290605,TMAX,244
19290605,TMIN,133
19290606,TMAX,261
19290606,TMIN,156
19290607,TMAX,222
19290607,TMIN,156
19290608,TMAX,228
19290608,TMIN,117
19290609,TMAX,244
19290609,TMIN,94
19290610,TMAX,278
19290610,TMIN,156
19290611,TMAX,322
19290611,TMIN,178
19290612,TMAX,233
19290612,TMIN,156
19290613,TMAX,194
19290613,TMIN,128
19290614,TMAX,244
19290614,TMIN,117
19290615,TMAX,283
19290615,TMIN,150
19290616,TMAX,306
19290616,TMIN,206
19290617,TMAX,306
19290617,TMIN,206
19290618,TMAX,328
19290618,TMIN,217
19290619,TMAX,289
19290619,TMIN,200
19290620,TMAX,278
19290620,TMIN,194
19290621,TMAX,289
19290621,TMIN,167
19290622,TMAX,278
19290622,TMIN,178
19290623,TMAX,294
19290623,TMIN,178
19290624,TMAX,222
19290624,TMIN,150
19290625,TMAX,250
19290625,TMIN,150
19290626,TMAX,283
19290626,TMIN,167
19290627,TMAX,272
19290627,TMIN,178
19290628,TMAX,261
19290628,TMIN,200
19290629,TMAX,300
19290629,TMIN,183
19290630,TMAX,339
19290630,TMIN,200
19290701,TMAX,283
19290701,TMIN,194
19290702,TMAX,261
19290702,TMIN,167
19290703,TMAX,283
19290703,TMIN,156
19290704,TMAX,322
19290704,TMIN,200
19290705,TMAX,328
19290705,TMIN,194
19290706,TMAX,272
19290706,TMIN,189
19290707,TMAX,278
19290707,TMIN,206
19290708,TMAX,294
19290708,TMIN,194
19290709,TMAX,261
19290709,TMIN,189
19290710,TMAX,267
19290710,TMIN,183
19290711,TMAX,256
19290711,TMIN,206
19290712,TMAX,317
19290712,TMIN,217
19290713,TMAX,300
19290713,TMIN,228
19290714,TMAX,300
19290714,TMIN,217
19290715,TMAX,228
19290715,TMIN,189
19290716,TMAX,283
19290716,TMIN,189
19290717,TMAX,317
19290717,TMIN,217
19290718,TMAX,300
19290718,TMIN,189
19290719,TMAX,250
19290719,TMIN,133
19290720,TMAX,256
19290720,TMIN,128
19290721,TMAX,294
19290721,TMIN,161
19290722,TMAX,322
19290722,TMIN,200
19290723,TMAX,344
19290723,TMIN,228
19290724,TMAX,322
19290724,TMIN,228
19290725,TMAX,311
19290725,TMIN,206
19290726,TMAX,333
19290726,TMIN,228
19290727,TMAX,339
19290727,TMIN,228
19290728,TMAX,328
19290728,TMIN,239
19290729,TMAX,306
19290729,TMIN,200
19290730,TMAX,322
19290730,TMIN,222
19290731,TMAX,322
19290731,TMIN,222
19290801,TMAX,311
19290801,TMIN,217
19290802,TMAX,289
19290802,TMIN,194
19290803,TMAX,283
19290803,TMIN,178
19290804,TMAX,250
19290804,TMIN,144
19290805,TMAX,244
19290805,TMIN,167
19290806,TMAX,217
19290806,TMIN,156
19290807,TMAX,272
19290807,TMIN,172
19290808,TMAX,300
19290808,TMIN,183
19290809,TMAX,289
19290809,TMIN,211
19290810,TMAX,294
19290810,TMIN,200
19290811,TMAX,300
19290811,TMIN,206
19290812,TMAX,311
19290812,TMIN,194
19290813,TMAX,306
19290813,TMIN,189
19290814,TMAX,189
19290814,TMIN,122
19290815,TMAX,233
19290815,TMIN,106
19290816,TMAX,256
19290816,TMIN,139
19290817,TMAX,294
19290817,TMIN,150
19290818,TMAX,294
19290818,TMIN,172
19290819,TMAX,256
19290819,TMIN,128
19290820,TMAX,272
