date,variable,value
19561028,TMIN,39
19561029,TMAX,222
19561029,TMIN,89
19561030,TMAX,233
19561030,TMIN,128
19561031,TMAX,211
19561031,TMIN,94
19561101,TMAX,217
19561101,TMIN,67
19561102,TMAX,228
19561102,TMIN,78
19561103,TMAX,217
19561103,TMIN,117
19561104,TMAX,244
19561104,TMIN,100
19561105,TMAX,244
19561105,TMIN,139
19561106,TMAX,150
19561106,TMIN,50
19561107,TMAX,106
19561107,TMIN,39
19561108,TMAX,39
19561108,TMIN,-28
19561109,TMAX,117
19561109,TMIN,-44
19561110,TMAX,100
19561110,TMIN,-33
19561111,TMAX,217
19561111,TMIN,44
19561112,TMAX,106
19561112,TMIN,6
19561113,TMAX,172
19561113,TMIN,22
19561114,TMAX,222
19561114,TMIN,117
19561115,TMAX,178
19561115,TMIN,0
19561116,TMAX,50
19561116,TMIN,-39
19561117,TMAX,67
19561117,TMIN,-56
19561118,TMAX,133
19561118,TMIN,-6
19561119,TMAX,167
19561119,TMIN,17
19561120,TMAX,156
19561120,TMIN,44
19561121,TMAX,44
19561121,TMIN,-44
19561122,TMAX,-17
19561122,TMIN,-83
19561123,TMAX,-22
19561123,TMIN,-139
19561124,TMAX,6
19561124,TMIN,-117
19561125,TMAX,39
19561125,TMIN,-39
19561126,TMAX,0
19561126,TMIN,-44
19561127,TMAX,22
19561127,TMIN,-83
19561128,TMAX,33
19561128,TMIN,-56
19561129,TMAX,-33
19561129,TMIN,-94
19561130,TMAX,39
19561130,TMIN,-61
19561201,TMAX,56
19561201,TMIN,-56
19561202,TMAX,144
19561202,TMIN,6
19561203,TMAX,156
19561203,TMIN,11
19561204,TMAX,183
19561204,TMIN,22
19561205,TMAX,194
19561205,TMIN,83
19561206,TMAX,83
19561206,TMIN,-6
19561207,TMAX,0
19561207,TMIN,-39
19561208,TMAX,-6
19561208,TMIN,-44
19561209,TMAX,-28
19561209,TMIN,-89
19561210,TMAX,28
19561210,TMIN,-61
19561211,TMAX,72
19561211,TMIN,-28
19561212,TMAX,-17
19561212,TMIN,-83
19561213,TMAX,-22
19561213,TMIN,-106
19561214,TMAX,11
19561214,TMIN,-61
19561215,TMAX,28
19561215,TMIN,6
19561216,TMAX,39
19561216,TMIN,0
19561217,TMAX,39
19561217,TMIN,-67
19561218,TMAX,-6
19561218,TMIN,-100
19561219,TMAX,33
19561219,TMIN,-39
19561220,TMAX,44
19561220,TMIN,17
19561221,TMAX,61
19561221,TMIN,17
19561222,TMAX,78
19561222,TMIN,28
19561223,TMAX,72
19561223,TMIN,0
19561224,TMAX,0
19561224,TMIN,-22
19561225,TMAX,17
19561225,TMIN,-33
19561226,TMAX,67
19561226,TMIN,-28
19561227,TMAX,100
19561227,TMIN,6
19561228,TMAX,56
19561228,TMIN,-33
19561229,TMAX,6
19561229,TMIN,-50
19561230,TMAX,67
19561230,TMIN,-17
19561231,TMAX,67
19561231,TMIN,-6
19570101,TMAX,6
19570101,TMIN,-106
19570102,TMAX,-17
19570102,TMIN,-128
19570103,TMAX,67
19570103,TMIN,-44
19570104,TMAX,6
19570104,TMIN,-50
19570105,TMAX,0
19570105,TMIN,-61
19570106,TMAX,11
19570106,TMIN,-22
19570107,TMAX,22
19570107,TMIN,-72
19570108,TMAX,22
19570108,TMIN,-33
19570109,TMAX,17
19570109,TMIN,-44
19570110,TMAX,-44
19570110,TMIN,-128
19570111,TMAX,-11
19570111,TMIN,-128
19570112,TMAX,22
19570112,TMIN,-89
19570113,TMAX,-89
19570113,TMIN,-183
19570114,TMAX,-106
19570114,TMIN,-256
19570115,TMAX,-72
19570115,TMIN,-150
19570116,TMAX,-128
19570116,TMIN,-206
19570117,TMAX,-50
19570117,TMIN,-161
19570118,TMAX,-11
19570118,TMIN,-150
19570119,TMAX,72
19570119,TMIN,-111
19570120,TMAX,44
19570120,TMIN,17
19570121,TMAX,161
19570121,TMIN,33
19570122,TMAX,139
19570122,TMIN,-78
19570123,TMAX,-72
19570123,TMIN,-133
19570124,TMAX,-22
19570124,TMIN,-111
19570125,TMAX,-28
19570125,TMIN,-133
19570126,TMAX,-111
19570126,TMIN,-150
19570127,TMAX,-61
19570127,TMIN,-122
19570128,TMAX,0
19570128,TMIN,-61
19570129,TMAX,0
19570129,TMIN,-117
19570130,TMAX,-39
19570130,TMIN,-150
19570131,TMAX,0
19570131,TMIN,-39
19570201,TMAX,11
19570201,TMIN,-83
19570202,TMAX,33
19570202,TMIN,-89
19570203,TMAX,33
19570203,TMIN,6
19570204,TMAX,6
19570204,TMIN,-50
19570205,TMAX,28
19570205,TMIN,-17
19570206,TMAX,33
19570206,TMIN,11
19570207,TMAX,33
19570207,TMIN,11
19570208,TMAX,94
19570208,TMIN,6
19570209,TMAX,100
19570209,TMIN,0
19570210,TMAX,100
19570210,TMIN,-17
19570211,TMAX,39
19570211,TMIN,6
19570212,TMAX,100
19570212,TMIN,-17
19570213,TMAX,139
19570213,TMIN,-33
19570214,TMAX,44
19570214,TMIN,-33
19570215,TMAX,44
19570215,TMIN,-6
19570216,TMAX,44
19570216,TMIN,-28
19570217,TMAX,50
19570217,TMIN,-83
19570218,TMAX,78
19570218,TMIN,-22
19570219,TMAX,-11
19570219,TMIN,-72
19570220,TMAX,33
19570220,TMIN,-83
19570221,TMAX,72
19570221,TMIN,-39
19570222,TMAX,56
19570222,TMIN,11
19570223,TMAX,100
19570223,TMIN,11
19570224,TMAX,178
19570224,TMIN,72
19570225,TMAX,178
19570225,TMIN,117
19570226,TMAX,122
19570226,TMIN,-6
19570227,TMAX,44
19570227,TMIN,-44
19570228,TMAX,72
19570228,TMIN,-61
19570301,TMAX,100
19570301,TMIN,-22
19570302,TMAX,17
19570302,TMIN,-61
19570303,TMAX,28
19570303,TMIN,-89
19570304,TMAX,89
19570304,TMIN,-56
19570305,TMAX,89
19570305,TMIN,-28
19570306,TMAX,94
19570306,TMIN,0
19570307,TMAX,11
19570307,TMIN,-44
19570308,TMAX,39
19570308,TMIN,-78
19570309,TMAX,17
19570309,TMIN,-39
19570310,TMAX,133
19570310,TMIN,-28
19570311,TMAX,156
19570311,TMIN,61
19570312,TMAX,172
19570312,TMIN,17
19570313,TMAX,211
19570313,TMIN,72
19570314,TMAX,189
19570314,TMIN,0
19570315,TMAX,78
19570315,TMIN,-22
19570316,TMAX,161
19570316,TMIN,-39
19570317,TMAX,150
19570317,TMIN,17
19570318,TMAX,106
19570318,TMIN,61
19570319,TMAX,72
19570319,TMIN,-6
19570320,TMAX,89
19570320,TMIN,-33
19570321,TMAX,67
19570321,TMIN,-11
19570322,TMAX,122
19570322,TMIN,22
19570323,TMAX,133
19570323,TMIN,6
19570324,TMAX,94
19570324,TMIN,28
19570325,TMAX,28
19570325,TMIN,-6
19570326,TMAX,22
19570326,TMIN,-6
19570327,TMAX,67
19570327,TMIN,6
19570328,TMAX,128
19570328,TMIN,0
19570329,TMAX,117
19570329,TMIN,-6
19570330,TMAX,128
19570330,TMIN,22
19570331,TMAX,144
19570331,TMIN,50
19570401,TMAX,133
19570401,TMIN,94
19570402,TMAX,94
19570402,TMIN,33
19570403,TMAX,33
19570403,TMIN,6
19570404,TMAX,139
19570404,TMIN,22
19570405,TMAX,78
19570405,TMIN,11
19570406,TMAX,122
19570406,TMIN,11
19570407,TMAX,89
19570407,TMIN,6
19570408,TMAX,67
19570408,TMIN,0
19570409,TMAX,122
19570409,TMIN,0
19570410,TMAX,156
19570410,TMIN,28
19570411,TMAX,106
19570411,TMIN,-17
19570412,TMAX,33
19570412,TMIN,-50
19570413,TMAX,83
19570413,TMIN,-50
19570414,TMAX,100
19570414,TMIN,-6
19570415,TMAX,133
19570415,TMIN,22
19570416,TMAX,133
19570416,TMIN,78
19570417,TMAX,172
19570417,TMIN,111
19570418,TMAX,222
19570418,TMIN,144
19570419,TMAX,272
19570419,TMIN,156
19570420,TMAX,228
19570420,TMIN,172
19570421,TMAX,217
19570421,TMIN,117
19570422,TMAX,239
19570422,TMIN,94
19570423,TMAX,272
19570423,TMIN,150
19570424,TMAX,267
19570424,TMIN,167
19570425,TMAX,250
19570425,TMIN,156
19570426,TMAX,239
19570426,TMIN,167
19570427,TMAX,194
19570427,TMIN,133
19570428,TMAX,156
19570428,TMIN,128
19570429,TMAX,233
19570429,TMIN,106
19570430,TMAX,261
19570430,TMIN,111
19570501,TMAX,283
19570501,TMIN,133
19570502,TMAX,228
19570502,TMIN,94
19570503,TMAX,144
19570503,TMIN,33
19570504,TMAX,144
19570504,TMIN,11
19570505,TMAX,178
19570505,TMIN,44
19570506,TMAX,222
19570506,TMIN,44
19570507,TMAX,256
19570507,TMIN,111
19570508,TMAX,267
19570508,TMIN,139
19570509,TMAX,239
19570509,TMIN,172
19570510,TMAX,267
19570510,TMIN,161
19570511,TMAX,178
19570511,TMIN,133
19570512,TMAX,261
19570512,TMIN,128
19570513,TMAX,233
19570513,TMIN,178
19570514,TMAX,283
19570514,TMIN,167
19570515,TMAX,228
19570515,TMIN,78
19570516,TMAX,167
19570516,TMIN,67
19570517,TMAX,244
19570517,TMIN,122
19570518,TMAX,228
19570518,TMIN,139
19570519,TMAX,139
19570519,TMIN,89
19570520,TMAX,183
19570520,TMIN,89
19570521,TMAX,233
19570521,TMIN,139
19570522,TMAX,267
19570522,TMIN,167
19570523,TMAX,189
19570523,TMIN,111
19570524,TMAX,228
19570524,TMIN,106
19570525,TMAX,272
19570525,TMIN,167
19570526,TMAX,239
19570526,TMIN,106
19570527,TMAX,183
19570527,TMIN,106
19570528,TMAX,228
19570528,TMIN,100
19570529,TMAX,261
19570529,TMIN,150
19570530,TMAX,267
19570530,TMIN,167
19570531,TMAX,261
19570531,TMIN,183
19570601,TMAX,233
19570601,TMIN,150
19570602,TMAX,211
19570602,TMIN,111
19570603,TMAX,256
19570603,TMIN,83
19570604,TMAX,283
19570604,TMIN,139
19570605,TMAX,306
19570605,TMIN,161
19570606,TMAX,311
19570606,TMIN,183
19570607,TMAX,239
19570607,TMIN,161
19570608,TMAX,256
19570608,TMIN,156
19570609,TMAX,278
19570609,TMIN,167
19570610,TMAX,283
19570610,TMIN,206
19570611,TMAX,272
19570611,TMIN,194
19570612,TMAX,294
19570612,TMIN,200
19570613,TMAX,261
19570613,TMIN,194
19570614,TMAX,278
19570614,TMIN,178
19570615,TMAX,300
19570615,TMIN,200
19570616,TMAX,328
19570616,TMIN,233
19570617,TMAX,328
19570617,TMIN,244
19570618,TMAX,294
19570618,TMIN,172
19570619,TMAX,283
19570619,TMIN,144
19570620,TMAX,294
19570620,TMIN,161
19570621,TMAX,306
19570621,TMIN,200
19570622,TMAX,311
19570622,TMIN,228
19570623,TMAX,267
19570623,TMIN,183
19570624,TMAX,250
19570624,TMIN,156
19570625,TMAX,294
19570625,TMIN,133
19570626,TMAX,283
19570626,TMIN,172
19570627,TMAX,261
19570627,TMIN,183
19570628,TMAX,278
19570628,TMIN,172
19570629,TMAX,311
19570629,TMIN,161
19570630,TMAX,306
19570630,TMIN,178
19570701,TMAX,317
19570701,TMIN,183
19570702,TMAX,317
19570702,TMIN,211
19570703,TMAX,289
19570703,TMIN,206
19570704,TMAX,344
19570704,TMIN,183
19570705,TMAX,283
19570705,TMIN,156
19570706,TMAX,333
19570706,TMIN,178
19570707,TMAX,356
19570707,TMIN,211
19570708,TMAX,333
19570708,TMIN,222
19570709,TMAX,306
19570709,TMIN,194
19570710,TMAX,311
19570710,TMIN,167
19570711,TMAX,322
19570711,TMIN,183
19570712,TMAX,339
19570712,TMIN,211
19570713,TMAX,339
19570713,TMIN,211
19570714,TMAX,294
19570714,TMIN,217
19570715,TMAX,289
19570715,TMIN,217
19570716,TMAX,300
19570716,TMIN,194
19570717,TMAX,350
19570717,TMIN,194
19570718,TMAX,322
19570718,TMIN,233
19570719,TMAX,333
19570719,TMIN,206
19570720,TMAX,328
19570720,TMIN,256
19570721,TMAX,322
19570721,TMIN,233
19570722,TMAX,317
19570722,TMIN,222
19570723,TMAX,278
19570723,TMIN,183
19570724,TMAX,256
19570724,TMIN,156
19570725,TMAX,278
19570725,TMIN,156
19570726,TMAX,278
19570726,TMIN,194
19570727,TMAX,272
19570727,TMIN,217
19570728,TMAX,300
19570728,TMIN,222
19570729,TMAX,289
19570729,TMIN,211
19570730,TMAX,317
19570730,TMIN,211
19570731,TMAX,333
19570731,TMIN,211
19570801,TMAX,333
19570801,TMIN,228
19570802,TMAX,344
19570802,TMIN,228
19570803,TMAX,333
19570803,TMIN,222
19570804,TMAX,261
19570804,TMIN,172
19570805,TMAX,244
19570805,TMIN,144
19570806,TMAX,256
19570806,TMIN,122
19570807,TMAX,278
19570807,TMIN,139
19570808,TMAX,317
19570808,TMIN,200
19570809,TMAX,322
19570809,TMIN,211
19570810,TMAX,333
19570810,TMIN,233
19570811,TMAX,333
19570811,TMIN,233
19570812,TMAX,339
19570812,TMIN,233
19570813,TMAX,317
19570813,TMIN,206
19570814,TMAX,322
19570814,TMIN,211
19570815,TMAX,350
19570815,TMIN,228
19570816,TMAX,267
19570816,TMIN,194
19570817,TMAX,278
19570817,TMIN,178
19570818,TMAX,272
19570818,TMIN,167
19570819,TMAX,261
19570819,TMIN,144
19570820,TMAX,272
19570820,TMIN,128
19570821,TMAX,294
19570821,TMIN,172
19570822,TMAX,294
19570822,TMIN,150
19570823,TMAX,300
19570823,TMIN,150
19570824,TMAX,261
19570824,TMIN,189
19570825,TMAX,272
19570825,TMIN,150
19570826,TMAX,322
19570826,TMIN,178
19570827,TMAX,233
19570827,TMIN,194
19570828,TMAX,306
19570828,TMIN,194
19570829,TMAX,322
19570829,TMIN,206
19570830,TMAX,328
19570830,TMIN,194
19570831,TMAX,333
19570831,TMIN,211
19570901,TMAX,317
19570901,TMIN,217
19570902,TMAX,294
19570902,TMIN,183
19570903,TMAX,300
19570903,TMIN,156
19570904,TMAX,206
19570904,TMIN,139
19570905,TMAX,222
19570905,TMIN,100
19570906,TMAX,211
19570906,TMIN,111
19570907,TMAX,233
19570907,TMIN,117
19570908,TMAX,256
19570908,TMIN,100
19570909,TMAX,228
19570909,TMIN,133
19570910,TMAX,267
19570910,TMIN,150
19570911,TMAX,267
19570911,TMIN,172
19570912,TMAX,228
19570912,TMIN,167
19570913,TMAX,256
19570913,TMIN,133
19570914,TMAX,278
19570914,TMIN,122
19570915,TMAX,256
19570915,TMIN,161
19570916,TMAX,233
19570916,TMIN,106
19570917,TMAX,267
19570917,TMIN,94
19570918,TMAX,283
19570918,TMIN,111
19570919,TMAX,267
19570919,TMIN,189
19570920,TMAX,272
19570920,TMIN,189
19570921,TMAX,239
19570921,TMIN,161
19570922,TMAX,239
19570922,TMIN,100
19570923,TMAX,206
19570923,TMIN,72
19570924,TMAX,233
19570924,TMIN,44
19570925,TMAX,283
19570925,TMIN,117
19570926,TMAX,211
19570926,TMIN,100
19570927,TMAX,183
19570927,TMIN,67
19570928,TMAX,194
19570928,TMIN,33
19570929,TMAX,233
19570929,TMIN,44
19570930,TMAX,267
19570930,TMIN,44
19571001,TMAX,261
19571001,TMIN,94
19571002,TMAX,244
19571002,TMIN,83
19571003,TMAX,228
19571003,TMIN,72
19571004,TMAX,217
19571004,TMIN,72
19571005,TMAX,206
19571005,TMIN,50
19571006,TMAX,211
19571006,TMIN,56
19571007,TMAX,217
19571007,TMIN,33
19571008,TMAX,239
19571008,TMIN,67
19571009,TMAX,161
19571009,TMIN,83
19571010,TMAX,167
19571010,TMIN,39
19571011,TMAX,167
19571011,TMIN,22
19571012,TMAX,161
19571012,TMIN,17
19571013,TMAX,206
19571013,TMIN,56
19571014,TMAX,206
19571014,TMIN,117
19571015,TMAX,172
19571015,TMIN,144
19571016,TMAX,200
19571016,TMIN,128
19571017,TMAX,156
19571017,TMIN,61
19571018,TMAX,133
19571018,TMIN,33
19571019,TMAX,144
19571019,TMIN,0
19571020,TMAX,172
19571020,TMIN,-6
19571021,TMAX,167
19571021,TMIN,56
19571022,TMAX,161
19571022,TMIN,122
19571023,TMAX,228
19571023,TMIN,100
19571024,TMAX,100
19571024,TMIN,50
19571025,TMAX,50
19571025,TMIN,33
19571026,TMAX,50
19571026,TMIN,-11
19571027,TMAX,78
19571027,TMIN,-22
19571028,TMAX,128
19571028,TMIN,-22
19571029,TMAX,156
19571029,TMIN,39
19571030,TMAX,189
19571030,TMIN,33
19571031,TMAX,161
19571031,TMIN,-6
19571101,TMAX,183
19571101,TMIN,44
19571102,TMAX,150
19571102,TMIN,100
19571103,TMAX,106
19571103,TMIN,78
19571104,TMAX,100
19571104,TMIN,78
19571105,TMAX,78
19571105,TMIN,-11
19571106,TMAX,89
19571106,TMIN,-28
19571107,TMAX,111
19571107,TMIN,72
19571108,TMAX,94
19571108,TMIN,-11
19571109,TMAX,28
19571109,TMIN,-56
19571110,TMAX,72
19571110,TMIN,-67
19571111,TMAX,94
19571111,TMIN,0
19571112,TMAX,111
19571112,TMIN,17
19571113,TMAX,122
19571113,TMIN,78
19571114,TMAX,122
19571114,TMIN,61
19571115,TMAX,167
19571115,TMIN,44
19571116,TMAX,133
19571116,TMIN,28
19571117,TMAX,72
19571117,TMIN,17
19571118,TMAX,139
19571118,TMIN,0
19571119,TMAX,56
19571119,TMIN,-6
19571120,TMAX,83
19571120,TMIN,-11
19571121,TMAX,39
19571121,TMIN,-39
19571122,TMAX,22
19571122,TMIN,-61
19571123,TMAX,89
19571123,TMIN,-56
19571124,TMAX,67
19571124,TMIN,-22
19571125,TMAX,89
19571125,TMIN,-50
19571126,TMAX,133
19571126,TMIN,-28
19571127,TMAX,172
19571127,TMIN,61
19571128,TMAX,61
19571128,TMIN,-33
19571129,TMAX,78
19571129,TMIN,-67
19571130,TMAX,-11
19571130,TMIN,-106
19571201,TMAX,117
19571201,TMIN,-17
19571202,TMAX,56
19571202,TMIN,-17
19571203,TMAX,11
19571203,TMIN,-33
19571204,TMAX,22
19571204,TMIN,-83
19571205,TMAX,122
19571205,TMIN,-89
19571206,TMAX,133
19571206,TMIN,44
19571207,TMAX,44
19571207,TMIN,0
19571208,TMAX,28
19571208,TMIN,-11
19571209,TMAX,28
19571209,TMIN,-28
19571210,TMAX,50
19571210,TMIN,-117
19571211,TMAX,-89
19571211,TMIN,-144
19571212,TMAX,-28
19571212,TMIN,-150
19571213,TMAX,122
19571213,TMIN,-33
19571214,TMAX,100
19571214,TMIN,-33
19571215,TMAX,111
19571215,TMIN,6
19571216,TMAX,100
19571216,TMIN,-17
19571217,TMAX,44
19571217,TMIN,22
19571218,TMAX,150
19571218,TMIN,39
19571219,TMAX,156
19571219,TMIN,50
19571220,TMAX,111
19571220,TMIN,17
19571221,TMAX,133
19571221,TMIN,0
19571222,TMAX,150
19571222,TMIN,39
19571223,TMAX,133
19571223,TMIN,28
19571224,TMAX,78
19571224,TMIN,-22
19571225,TMAX,89
19571225,TMIN,17
19571226,TMAX,28
19571226,TMIN,-22
19571227,TMAX,56
19571227,TMIN,-17
19571228,TMAX,33
19571228,TMIN,-17
19571229,TMAX,67
19571229,TMIN,-6
19571230,TMAX,89
19571230,TMIN,-6
19571231,TMAX,39
19571231,TMIN,-111
19580101,TMAX,-83
19580101,TMIN,-139
19580102,TMAX,-11
19580102,TMIN,-128
19580103,TMAX,-33
19580103,TMIN,-139
19580104,TMAX,0
19580104,TMIN,-122
19580105,TMAX,22
19580105,TMIN,-56
19580106,TMAX,39
19580106,TMIN,-83
19580107,TMAX,-83
19580107,TMIN,-128
19580108,TMAX,-22
19580108,TMIN,-128
19580109,TMAX,78
19580109,TMIN,-72
19580110,TMAX,89
19580110,TMIN,-28
19580111,TMAX,72
19580111,TMIN,-61
19580112,TMAX,78
19580112,TMIN,-39
19580113,TMAX,83
19580113,TMIN,-33
19580114,TMAX,61
19580114,TMIN,-44
19580115,TMAX,44
19580115,TMIN,-17
19580116,TMAX,11
19580116,TMIN,-17
19580117,TMAX,22
19580117,TMIN,-11
19580118,TMAX,22
19580118,TMIN,-33
19580119,TMAX,44
19580119,TMIN,-39
19580120,TMAX,17
19580120,TMIN,0
19580121,TMAX,50
19580121,TMIN,0
19580122,TMAX,6
19580122,TMIN,-44
19580123,TMAX,39
19580123,TMIN,-50
19580124,TMAX,0
19580124,TMIN,-39
19580125,TMAX,22
19580125,TMIN,-39
19580126,TMAX,17
19580126,TMIN,-17
19580127,TMAX,-17
19580127,TMIN,-39
19580128,TMAX,-17
19580128,TMIN,-33
19580129,TMAX,33
19580129,TMIN,-44
19580130,TMAX,17
19580130,TMIN,-50
19580131,TMAX,-17
19580131,TMIN,-72
19580201,TMAX,-50
19580201,TMIN,-111
19580202,TMAX,-67
19580202,TMIN,-128
19580203,TMAX,-28
19580203,TMIN,-144
19580204,TMAX,22
19580204,TMIN,-111
19580205,TMAX,78
19580205,TMIN,-22
19580206,TMAX,-6
19580206,TMIN,-94
19580207,TMAX,-72
19580207,TMIN,-133
19580208,TMAX,-89
19580208,TMIN,-156
19580209,TMAX,-100
19580209,TMIN,-178
19580210,TMAX,-72
19580210,TMIN,-156
19580211,TMAX,-100
19580211,TMIN,-161
19580212,TMAX,-83
19580212,TMIN,-156
19580213,TMAX,0
19580213,TMIN,-144
19580214,TMAX,-11
19580214,TMIN,-50
19580215,TMAX,-28
19580215,TMIN,-183
19580216,TMAX,-139
19580216,TMIN,-217
19580217,TMAX,-122
19580217,TMIN,-228
19580218,TMAX,-67
19580218,TMIN,-194
19580219,TMAX,-22
19580219,TMIN,-156
19580220,TMAX,39
19580220,TMIN,-150
19580221,TMAX,72
19580221,TMIN,-17
19580222,TMAX,78
19580222,TMIN,-22
19580223,TMAX,172
19580223,TMIN,-22
19580224,TMAX,172
19580224,TMIN,11
19580225,TMAX,139
19580225,TMIN,-44
19580226,TMAX,178
19580226,TMIN,50
19580227,TMAX,117
19580227,TMIN,39
19580228,TMAX,39
19580228,TMIN,11
19580301,TMAX,39
19580301,TMIN,0
19580302,TMAX,0
19580302,TMIN,-56
19580303,TMAX,17
19580303,TMIN,-50
19580304,TMAX,72
19580304,TMIN,-6
19580305,TMAX,67
19580305,TMIN,-6
19580306,TMAX,89
19580306,TMIN,0
19580307,TMAX,28
19580307,TMIN,-6
19580308,TMAX,56
19580308,TMIN,6
19580309,TMAX,61
19580309,TMIN,-17
19580310,TMAX,0
19580310,TMIN,-39
19580311,TMAX,44
19580311,TMIN,-28
19580312,TMAX,89
19580312,TMIN,-44
19580313,TMAX,83
19580313,TMIN,11
19580314,TMAX,33
19580314,TMIN,0
19580315,TMAX,44
19580315,TMIN,-6
19580316,TMAX,17
19580316,TMIN,-17
19580317,TMAX,44
19580317,TMIN,-33
19580318,TMAX,44
19580318,TMIN,0
19580319,TMAX,44
19580319,TMIN,-11
19580320,TMAX,50
19580320,TMIN,-44
19580321,TMAX,56
19580321,TMIN,-39
19580322,TMAX,94
19580322,TMIN,-50
19580323,TMAX,94
19580323,TMIN,-11
19580324,TMAX,44
19580324,TMIN,22
19580325,TMAX,61
19580325,TMIN,11
19580326,TMAX,89
19580326,TMIN,-17
19580327,TMAX,100
19580327,TMIN,22
19580328,TMAX,122
19580328,TMIN,-11
19580329,TMAX,100
19580329,TMIN,-11
19580330,TMAX,133
19580330,TMIN,39
19580331,TMAX,156
19580331,TMIN,22
19580401,TMAX,156
19580401,TMIN,33
19580402,TMAX,172
19580402,TMIN,39
19580403,TMAX,172
19580403,TMIN,83
19580404,TMAX,183
19580404,TMIN,83
19580405,TMAX,194
19580405,TMIN,72
19580406,TMAX,128
19580406,TMIN,33
19580407,TMAX,117
19580407,TMIN,11
19580408,TMAX,161
19580408,TMIN,-6
19580409,TMAX,128
19580409,TMIN,44
19580410,TMAX,111
19580410,TMIN,22
19580411,TMAX,150
19580411,TMIN,39
19580412,TMAX,178
19580412,TMIN,11
19580413,TMAX,194
19580413,TMIN,72
19580414,TMAX,189
19580414,TMIN,56
19580415,TMAX,200
19580415,TMIN,94
19580416,TMAX,244
19580416,TMIN,61
19580417,TMAX,272
19580417,TMIN,117
19580418,TMAX,278
19580418,TMIN,122
19580419,TMAX,244
19580419,TMIN,133
19580420,TMAX,200
19580420,TMIN,89
19580421,TMAX,206
19580421,TMIN,72
19580422,TMAX,161
19580422,TMIN,72
19580423,TMAX,222
19580423,TMIN,78
19580424,TMAX,211
19580424,TMIN,78
19580425,TMAX,167
19580425,TMIN,33
19580426,TMAX,161
19580426,TMIN,44
19580427,TMAX,94
19580427,TMIN,56
19580428,TMAX,167
19580428,TMIN,78
19580429,TMAX,106
19580429,TMIN,0
19580430,TMAX,172
19580430,TMIN,22
19580501,TMAX,228
19580501,TMIN,61
19580502,TMAX,222
19580502,TMIN,139
19580503,TMAX,211
19580503,TMIN,167
19580504,TMAX,167
19580504,TMIN,72
19580505,TMAX,100
19580505,TMIN,56
19580506,TMAX,161
19580506,TMIN,22
19580507,TMAX,183
19580507,TMIN,28
19580508,TMAX,206
19580508,TMIN,94
19580509,TMAX,239
19580509,TMIN,78
19580510,TMAX,244
19580510,TMIN,117
19580511,TMAX,300
19580511,TMIN,117
19580512,TMAX,283
19580512,TMIN,128
19580513,TMAX,267
19580513,TMIN,89
19580514,TMAX,283
19580514,TMIN,122
19580515,TMAX,294
19580515,TMIN,150
19580516,TMAX,244
19580516,TMIN,172
19580517,TMAX,289
19580517,TMIN,172
19580518,TMAX,250
19580518,TMIN,144
19580519,TMAX,244
19580519,TMIN,106
19580520,TMAX,239
19580520,TMIN,111
19580521,TMAX,267
19580521,TMIN,89
19580522,TMAX,294
19580522,TMIN,100
19580523,TMAX,211
19580523,TMIN,56
19580524,TMAX,244
19580524,TMIN,100
19580525,TMAX,250
19580525,TMIN,139
19580526,TMAX,261
19580526,TMIN,117
19580527,TMAX,294
19580527,TMIN,156
19580528,TMAX,222
19580528,TMIN,117
19580529,TMAX,250
19580529,TMIN,72
19580530,TMAX,289
19580530,TMIN,150
19580531,TMAX,322
19580531,TMIN,161
19580601,TMAX,228
19580601,TMIN,150
19580602,TMAX,194
19580602,TMIN,100
19580603,TMAX,211
19580603,TMIN,133
19580604,TMAX,289
19580604,TMIN,150
19580605,TMAX,267
19580605,TMIN,156
19580606,TMAX,239
19580606,TMIN,111
19580607,TMAX,283
19580607,TMIN,111
19580608,TMAX,350
19580608,TMIN,206
19580609,TMAX,311
19580609,TMIN,189
19580610,TMAX,278
19580610,TMIN,167
19580611,TMAX,217
19580611,TMIN,161
19580612,TMAX,267
19580612,TMIN,144
19580613,TMAX,306
19580613,TMIN,189
19580614,TMAX,228
19580614,TMIN,156
19580615,TMAX,217
19580615,TMIN,139
19580616,TMAX,239
19580616,TMIN,117
19580617,TMAX,267
19580617,TMIN,150
19580618,TMAX,239
19580618,TMIN,122
19580619,TMAX,244
19580619,TMIN,172
19580620,TMAX,278
19580620,TMIN,156
19580621,TMAX,233
19580621,TMIN,133
19580622,TMAX,211
19580622,TMIN,100
19580623,TMAX,233
19580623,TMIN,139
19580624,TMAX,289
19580624,TMIN,150
19580625,TMAX,189
19580625,TMIN,117
19580626,TMAX,239
19580626,TMIN,100
19580627,TMAX,267
19580627,TMIN,122
19580628,TMAX,278
19580628,TMIN,144
19580629,TMAX,294
19580629,TMIN,178
19580630,TMAX,300
19580630,TMIN,183
19580701,TMAX,322
19580701,TMIN,206
19580702,TMAX,328
19580702,TMIN,222
19580703,TMAX,311
19580703,TMIN,217
19580704,TMAX,328
19580704,TMIN,222
19580705,TMAX,317
19580705,TMIN,211
19580706,TMAX,278
19580706,TMIN,189
19580707,TMAX,233
19580707,TMIN,183
19580708,TMAX,283
19580708,TMIN,150
19580709,TMAX,300
19580709,TMIN,178
19580710,TMAX,300
19580710,TMIN,206
19580711,TMAX,272
19580711,TMIN,189
19580712,TMAX,267
19580712,TMIN,150
19580713,TMAX,283
19580713,TMIN,189
