name,longitude,latitude,color
Aleknagik / New Airport,-158.617996216,59.2826004028,551
Honiara International Airport,160.054992675781,-9.42800045013428,552
Munda Airport,157.263000488281,-8.32796955108643,553
Mar de Cortés International Airport,-113.305864334,31.351621252,554
Nauru International Airport,166.919006,-0.547458,555
Buka Airport,154.673004150391,-5.4223198890686,556
Chimbu Airport,144.970993041992,-6.02429008483887,557
Daru Airport,143.207992554,-9.08675956726,558
